id_student,nn_prob,bucket
28400,0.07595832985654227,low
30268,0.9279896169825672,high
31604,0.0855603753668498,low
32885,0.10198374061923787,low
38053,0.1071574806090206,low
45462,0.07115423078772226,low
52130,0.07446159705890945,low
53025,0.13107913578990685,low
58873,0.08080183135397946,low
59185,0.07819575965748883,low
62155,0.11421165909991907,low
63400,0.12188330158718365,low
65002,0.9229806340535102,high
65002,0.9031353556002547,high
70464,0.11000815372077129,low
71361,0.12007588671726596,low
74372,0.9392873974791099,high
75091,0.1291316421813225,low
77367,0.11828429505756083,low
91265,0.1059302710763834,low
94961,0.8950344803083241,high
94961,0.8898169220567548,high
98094,0.11269576110146473,low
100893,0.10606286869067436,low
101781,0.11360825502377452,low
102952,0.12260085167826906,low
104476,0.1212456178831144,low
106247,0.919270847991104,high
106577,0.12456069969512087,low
110175,0.10531234985970239,low
111717,0.06332001366281254,low
113295,0.13845709452351757,low
114017,0.12594426821982735,low
114999,0.09682912346223302,low
116541,0.10683359091787774,low
116692,0.11183349363675098,low
118983,0.10407978576319998,low
127582,0.0777330577041222,low
135335,0.8931354860831047,high
135335,0.9021046233526877,high
137873,0.09521697747474334,low
141355,0.0713570598105514,low
142326,0.12009573764392933,low
144801,0.1109025071484063,low
145130,0.10081029656165019,low
146188,0.9104934492689967,high
147756,0.8998874164182686,high
147756,0.9345020136818005,high
148993,0.8750455289155246,high
148993,0.8656040816019759,high
151358,0.09799094348273124,low
155550,0.15056378228323108,low
155854,0.08512045883806665,low
155984,0.9196964496661174,high
155984,0.8785311340449004,high
157568,0.06533892811651296,low
159954,0.8909140029103446,high
159954,0.8737609491966283,high
164259,0.11897844369434467,low
168936,0.08794437390732905,low
172112,0.07360804659825301,low
172797,0.12568756060884398,low
174782,0.11573046641126142,low
175392,0.09699158704926593,low
175932,0.09171342965534532,low
175991,0.8969421181949141,high
180753,0.10314886895618829,low
181316,0.8952380871711187,high
183096,0.09154972478198878,low
183947,0.12064545148625667,low
184271,0.10428281812508844,low
185439,0.8954515037029042,high
187100,0.12701534223524485,low
188278,0.8625360305872455,high
188278,0.876089590777524,high
189879,0.1032756685143003,low
192183,0.10660407004407878,low
200860,0.09353101928743388,low
202635,0.8632380484398194,high
205350,0.09295297438477579,low
205719,0.8848236581961793,high
227499,0.09743082398445638,low
227517,0.9073295957493172,high
228082,0.08929839802575458,low
228222,0.08808823615615452,low
229179,0.09811133172243881,low
229361,0.08765948777517962,low
231554,0.08564368629265337,low
235507,0.8762180900795333,high
235507,0.8973440982328238,high
236284,0.12377140336437456,low
238007,0.09729177590200132,low
240712,0.11865377424180783,low
240884,0.10075946727792,low
241649,0.08255859762525135,low
241729,0.9069977755149434,high
242793,0.11603069215518225,low
246834,0.10043310176546867,low
248270,0.08097350168257723,low
255548,0.11424741765703966,low
256815,0.11792213322903014,low
258392,0.0971219496171862,low
260355,0.890937943318609,high
260355,0.9179915847497236,high
262934,0.08849852503643349,low
271251,0.07787572530805467,low
277880,0.8824903079577027,high
277880,0.8892579261464457,high
279572,0.10914147092685508,low
281022,0.14381058133787158,low
281250,0.9094745724546079,high
281589,0.8961121257442661,high
282821,0.09413503531283217,low
287548,0.10104612247724208,low
290201,0.09901326336606825,low
290757,0.09406391854203032,low
291334,0.09767401593630021,low
292923,0.8654975979061763,high
293699,0.08019012189516236,low
294570,0.1086124410000585,low
295741,0.9000193492703423,high
295741,0.9123682776340291,high
296332,0.08708281465544,low
298696,0.07832137552905877,low
300398,0.10758058984092231,low
302302,0.9254935016589515,high
305152,0.9138968583632291,high
305386,0.09846946970165772,low
305539,0.9250083189632663,high
306107,0.09947883979504205,low
306466,0.08892054093752884,low
306897,0.0633258000071675,low
307866,0.12443055127754425,low
311917,0.09101190134636275,low
312782,0.10863543042346574,low
318933,0.07812754244133172,low
319047,0.13301100742262734,low
324002,0.08674854780590008,low
324282,0.08754480322640774,low
331358,0.895865106736445,high
331358,0.9176601077243213,high
332789,0.11571931440792028,low
333059,0.11094506389614177,low
333323,0.09317193871148531,low
334259,0.8540209076406912,high
335764,0.8950720866023021,high
335764,0.8868669565688511,high
339972,0.09883867520376644,low
341872,0.9011970310741383,high
342972,0.10619147783011987,low
343446,0.08070552885115434,low
344282,0.9017934239683323,high
345068,0.12409203156007002,low
346025,0.0881283149907323,low
346843,0.8923992664894808,high
350188,0.08312033365426291,low
357668,0.9019013524552412,high
364177,0.9208355474450011,high
365244,0.13152740434591137,low
365642,0.10718544361015904,low
366483,0.08730450560512143,low
368824,0.8816149318756731,high
368963,0.10976405720454133,low
376439,0.08503088464226505,low
376581,0.10345432676334369,low
380953,0.05449579531680151,low
386952,0.11163922561527337,low
388722,0.1281214756243284,low
388885,0.11620862799917099,low
390890,0.48096427551401477,mid
390890,0.48096427551401477,mid
392756,0.8832251654930564,high
393207,0.06684644519530639,low
396872,0.07645871322835618,low
401869,0.0963751181253888,low
402470,0.12362782610550709,low
405088,0.11361272345195707,low
405961,0.8839922597910584,high
414117,0.07803770375543134,low
415969,0.8905552276312906,high
415969,0.9031690938609385,high
420087,0.9237143415271154,high
429958,0.08577854679198159,low
442442,0.9128894827496561,high
444677,0.06564506833206021,low
470588,0.8568041288452858,high
470588,0.9088971092465925,high
489455,0.11558500308977922,low
494424,0.9019231996940423,high
495284,0.0951858857431761,low
512460,0.07534935722147318,low
544103,0.08136169368715832,low
550383,0.1070967259521579,low
564450,0.90414496713418,high
568601,0.8988077320207192,high
572652,0.12964372431256144,low
588775,0.07405546622972889,low
603861,0.9164069594058442,high
603861,0.9203041868383337,high
606143,0.8744489329195226,high
704156,0.08752519185812387,low
705379,0.12749348398186008,low
760729,0.10256369248624876,low
905042,0.1291649865844403,low
949618,0.08443563713722345,low
969076,0.8808341406430386,high
1035023,0.08487798053637423,low
1105478,0.11644376087715298,low
1352868,0.8719868178235868,high
1352868,0.8999209575425067,high
1401935,0.9084647346847364,high
1402638,0.09353620449741622,low
1414443,0.9145699021126591,high
1472925,0.9208535471303744,high
1472925,0.8749860592886618,high
1488959,0.09190031252654791,low
1518989,0.11168346864741516,low
1618738,0.07593683492269766,low
1620151,0.8869183722733784,high
1626710,0.10295714681339763,low
1640609,0.11657479164284681,low
1686521,0.8658861624849529,high
1729319,0.07218472572186486,low
1746134,0.08755470066500796,low
1758449,0.9077032758483118,high
1763015,0.9290509980767939,high
1801229,0.0678508422840079,low
1860318,0.08710524204835197,low
1894188,0.08114601827189788,low
1938355,0.10429049583276638,low
1970390,0.47389818124218475,mid
1970390,0.47389818124218475,mid
1976139,0.12913695182215026,low
2011876,0.10181488565097462,low
2012966,0.11643815814566827,low
2065691,0.8858176916950736,high
2073016,0.8866849968111307,high
2073016,0.8825194451139713,high
2080474,0.12981744335044762,low
2084066,0.9311691104720172,high
2104505,0.08033970942250337,low
2122180,0.11664382840486179,low
2139353,0.8907084937629534,high
2139353,0.895252653456285,high
2143752,0.08640090092764655,low
2146792,0.0994307094370299,low
2149225,0.886824770606466,high
2155014,0.0863902367006424,low
2171627,0.09161778164188665,low
2182846,0.10369830223371139,low
2194100,0.09437762350090474,low
2197016,0.14015132145131673,low
2229865,0.10731414279609489,low
2255601,0.9042278668828811,high
2268379,0.10061395692120575,low
2293923,0.10300149102885371,low
2312620,0.8406550743645902,high
2324976,0.8886773749342209,high
2342426,0.8890815363248179,high
2344901,0.8771666806734234,high
2358056,0.8892806702564938,high
2364471,0.08871130887245712,low
2365101,0.9087077235898171,high
2365101,0.899358963251687,high
2367155,0.0887525771086398,low
2369266,0.09871130846530231,low
2376496,0.09936372658422284,low
2391984,0.9041098720486923,high
2411778,0.8930706352046267,high
2412002,0.08727137228054253,low
2412967,0.09207251711349994,low
2429854,0.9010077216580179,high
2429854,0.923675896314194,high
2437837,0.12769631125100195,low
2456480,0.9132954880929722,high
2457256,0.0549671831633736,low
2458355,0.11484119510921524,low
2460080,0.10155686514303858,low
2461190,0.9100355710942649,high
2469673,0.8984113327539466,high
2470694,0.9206038823877628,high
2470694,0.8972244751976627,high
2482700,0.0997319842053286,low
2486127,0.0964485530630341,low
2498700,0.09496110510370023,low
2516503,0.09092007368648608,low
2518069,0.11719421539532249,low
2521459,0.08499527649690347,low
2523736,0.08016431463211644,low
2529279,0.08677911802832138,low
2532302,0.1083840946075323,low
2536991,0.08182777749725029,low
2552472,0.8935452459795181,high
2555340,0.092721547232386,low
2557283,0.12235771878132598,low
2559575,0.10010554171540435,low
2562034,0.12895769144303332,low
2566163,0.09539992723435865,low
2566592,0.12638729460477172,low
2569324,0.9159020871530474,high
2569324,0.8904671173793411,high
2574583,0.09208434768746897,low
2576122,0.9034120446801365,high
2576122,0.9037137949812766,high
2578995,0.10126710497125498,low
2586560,0.08331361660773094,low
2594139,0.09848653276962703,low
2600688,0.11643436783752002,low
2606098,0.10602364702292937,low
2613116,0.12343677006883966,low
2617002,0.08756314144807985,low
2639449,0.1081193427867702,low
2639540,0.11939650716084899,low
2641155,0.12498288300636268,low
2643002,0.07088393859882441,low
2645733,0.08312127710399604,low
2650282,0.07055434461795554,low
2666246,0.09670881707232945,low
2669816,0.9046585879898159,high
2671132,0.10592919463162255,low
2676809,0.8849650505063059,high
2678643,0.08579229853616471,low
2685865,0.07832272181851965,low
2688067,0.10992666695620805,low
2689958,0.08476158681317285,low
2691206,0.08461656145735497,low
2691244,0.11104685305384662,low
2694424,0.11034998012976903,low
2698257,0.10158708831664773,low
6516,0.09654637894911627,low
24734,0.13652311046452348,low
28061,0.06889414110690778,low
31600,0.11379472368306742,low
46844,0.0946001114255096,low
52765,0.06383285976375891,low
55104,0.0869875418110583,low
58071,0.08652475867525933,low
58316,0.09960381387737793,low
62487,0.10345257943538008,low
63165,0.09721953247403561,low
65002,0.8966090981162524,high
65002,0.9170581680111493,high
70011,0.0819222688810324,low
75255,0.10129769887187212,low
85092,0.12644934691369303,low
85144,0.10015879680983336,low
85302,0.07691264912310583,low
94961,0.11601713529763016,low
94961,0.13513864694166905,low
95755,0.9325856408442635,high
107489,0.06647936653825927,low
108872,0.08352598350357615,low
109155,0.08877288992291091,low
117818,0.10504574197665173,low
119902,0.899628596137114,high
124064,0.11489044807480298,low
125018,0.15030978324058009,low
130034,0.13045222936078854,low
130547,0.10177621824013988,low
130636,0.06692783737585153,low
131390,0.12063606275255108,low
133816,0.08618568546038613,low
133922,0.153244081411801,low
135335,0.8733819156869208,high
135335,0.9023190811858613,high
135471,0.09907952982537005,low
146503,0.11029048215135506,low
147756,0.09803015103032503,low
147756,0.08316750051512045,low
148993,0.10559634123119112,low
148993,0.08659940319643054,low
149741,0.1171746130793832,low
151587,0.8882294723737355,high
152668,0.9138057627205172,high
155984,0.09837617518059179,low
155984,0.0942858046434723,low
158707,0.8973019786623144,high
159954,0.9054060596566176,high
159954,0.8699834022625913,high
164944,0.10553195210569181,low
167961,0.11468245333511827,low
174024,0.096433577660753,low
174094,0.09819883244756619,low
174745,0.10327419415839134,low
175772,0.863394085436427,high
183057,0.11028454323294924,low
185350,0.8982587941873972,high
188278,0.08765847656066753,low
188278,0.0808158603188624,low
199636,0.09045574573868058,low
200804,0.09106072250869757,low
205494,0.09617644738105478,low
228021,0.11462484202466813,low
228383,0.09870747767325096,low
232307,0.09241299717029486,low
235068,0.10744754143675932,low
235507,0.07592973883204437,low
235507,0.09675768619039504,low
236875,0.11798458055704875,low
237274,0.12412177450767159,low
243510,0.9123663122065202,high
244246,0.10334049716874256,low
248581,0.09911278065042879,low
252073,0.08456396024635207,low
254625,0.08709724868893759,low
